Student ID,Name,Gender,Age,GPA,Major,Interested Domain,Projects,Future Career,Python,SQL,Java
1857,Student_1857,Male,19,3.4,Computer Science,Artificial Intelligence,Deep Learning Model,Machine Learning Engineer,Average,Average,Weak
1858,Student_1858,Male,25,3.9,Computer Science,Cybersecurity,Firewall Configuration,Penetration Tester,Strong,Strong,Average
1859,Student_1859,Female,19,3.2,Computer Science,Data Science,Data Analytics Dashboard,Machine Learning Engineer,Strong,Average,Strong
1860,Student_1860,Female,25,3.0,Computer Science,Web Development,Online Marketplace,Frontend Developer,Strong,Weak,Weak
1861,Student_1861,Male,26,3.3,Computer Science,Human-Computer Interaction,Interactive Dashboard,UX Engineer,Strong,Strong,Weak
1862,Student_1862,Female,20,2.9,Computer Science,Blockchain Technology,Supply Chain Blockchain,Blockchain Developer,Average,Strong,Average
1863,Student_1863,Male,26,3.1,Computer Science,Data Mining,Anomaly Detection,Data Engineer,Average,Strong,Strong
1864,Student_1864,Female,23,3.6,Computer Science,Mobile App Development,Cross-Platform App,iOS Developer,Strong,Weak,Weak
1865,Student_1865,Female,19,3.9,Computer Science,Artificial Intelligence,AI Recommendation System,Data Analyst,Weak,Weak,Weak
1866,Student_1866,Female,19,3.8,Computer Science,Computer Vision,Face Recognition,AI Researcher,Weak,Average,Strong
1867,Student_1867,Female,20,3.4,Computer Science,Human-Computer Interaction,Eye Tracking Study,UX Engineer,Strong,Strong,Weak
1868,Student_1868,Male,25,3.0,Computer Science,Cloud Computing,Kubernetes Cluster,DevOps Engineer,Strong,Strong,Average
1869,Student_1869,Female,21,2.8,Computer Science,Software Development,REST API Development,Machine Learning Engineer,Strong,Weak,Average
1870,Student_1870,Male,23,3.0,Computer Science,Computer Graphics,VR Environment,Graphics Programmer,Average,Weak,Average
1871,Student_1871,Male,19,2.9,Computer Science,Computer Graphics,Shader Development,Game Developer,Strong,Strong,Strong
1872,Student_1872,Female,20,3.7,Computer Science,Cloud Computing,AWS Deployment,DevOps Engineer,Average,Weak,Weak
1873,Student_1873,Female,22,3.7,Computer Science,Data Mining,Data Clustering,Data Analyst,Average,Weak,Average
1874,Student_1874,Male,20,3.8,Computer Science,IoT (Internet of Things),Industrial IoT,IoT Developer,Strong,Weak,Strong
1875,Student_1875,Female,24,3.8,Computer Science,Machine Learning,Object Detection,Machine Learning Engineer,Average,Weak,Strong
1876,Student_1876,Female,22,3.8,Computer Science,Artificial Intelligence,Neural Network,AI Researcher,Average,Average,Weak
1877,Student_1877,Male,22,3.7,Computer Science,Machine Learning,Object Detection,Data Scientist,Strong,Strong,Average
1878,Student_1878,Male,19,3.6,Computer Science,Data Mining,Data Clustering,Data Analyst,Average,Average,Average
1879,Student_1879,Female,24,2.8,Computer Science,Natural Language Processing,Text Classification,AI Researcher,Weak,Strong,Average
1880,Student_1880,Male,21,3.0,Computer Science,Computer Vision,Face Recognition,AI Researcher,Average,Average,Weak
1881,Student_1881,Male,24,3.7,Computer Science,Data Mining,Anomaly Detection,Data Engineer,Strong,Strong,Strong
1882,Student_1882,Female,21,2.8,Computer Science,Cloud Computing,Azure Migration,DevOps Engineer,Strong,Average,Average
1883,Student_1883,Female,20,3.8,Computer Science,Mobile App Development,Mobile Game,Mobile App Developer,Weak,Average,Average
1884,Student_1884,Female,21,2.8,Computer Science,Data Mining,Association Rule Mining,Data Scientist,Strong,Average,Average
1885,Student_1885,Male,23,3.8,Computer Science,Software Development,Enterprise App,Full Stack Developer,Strong,Strong,Strong
1886,Student_1886,Male,19,3.1,Computer Science,Software Engineering,Code Review System,Software Engineer,Weak,Weak,Strong
1887,Student_1887,Female,23,3.8,Computer Science,Mobile App Development,Cross-Platform App,iOS Developer,Strong,Strong,Weak
1888,Student_1888,Male,21,2.9,Computer Science,Web Development,Online Marketplace,Frontend Developer,Weak,Average,Average
1889,Student_1889,Male,26,3.9,Computer Science,Software Development,E-commerce Website,Software Engineer,Strong,Weak,Weak
1890,Student_1890,Male,23,3.4,Computer Science,Database Management,Data Warehouse,Database Administrator,Weak,Strong,Strong
1891,Student_1891,Female,22,2.9,Computer Science,Blockchain Technology,DeFi Application,Blockchain Developer,Average,Strong,Weak
1892,Student_1892,Female,23,4.0,Computer Science,Human-Computer Interaction,Eye Tracking Study,Frontend Developer,Average,Weak,Average
1893,Student_1893,Male,20,3.1,Computer Science,Cloud Computing,CI/CD Pipeline,Cloud Engineer,Weak,Strong,Average
1894,Student_1894,Male,22,3.6,Computer Science,Game Development,Physics Engine,Game Developer,Weak,Strong,Average
1895,Student_1895,Male,26,2.9,Computer Science,Cybersecurity,Penetration Testing,Penetration Tester,Weak,Weak,Strong
1896,Student_1896,Female,25,3.8,Computer Science,Cybersecurity,Firewall Configuration,Penetration Tester,Strong,Strong,Weak
1897,Student_1897,Female,24,3.8,Computer Science,Human-Computer Interaction,Eye Tracking Study,UX Engineer,Average,Strong,Weak
1898,Student_1898,Female,26,3.3,Computer Science,Database Management,Data Warehouse,Data Analyst,Average,Average,Average
1899,Student_1899,Male,23,3.4,Computer Science,Machine Learning,Image Classification,Data Analyst,Weak,Strong,Average
1900,Student_1900,Male,26,3.7,Computer Science,Cybersecurity,Vulnerability Assessment,Penetration Tester,Average,Weak,Average
1901,Student_1901,Female,25,3.0,Computer Science,Network Security,VPN Setup,Penetration Tester,Strong,Weak,Average
1902,Student_1902,Male,23,3.9,Computer Science,Mobile App Development,iOS App,Mobile App Developer,Average,Weak,Average
1903,Student_1903,Male,22,2.9,Computer Science,Human-Computer Interaction,Eye Tracking Study,UX Engineer,Strong,Average,Weak
1904,Student_1904,Male,26,3.8,Computer Science,Computer Graphics,VR Environment,Graphics Programmer,Weak,Strong,Strong
1905,Student_1905,Female,24,3.7,Computer Science,Human-Computer Interaction,UI Prototype,UX Designer,Weak,Weak,Average
1906,Student_1906,Female,23,3.7,Computer Science,Artificial Intelligence,Reinforcement Learning Agent,Data Analyst,Weak,Weak,Weak
1907,Student_1907,Female,20,3.6,Computer Science,Mobile App Development,AR Mobile App,Mobile App Developer,Weak,Strong,Average
1908,Student_1908,Female,26,3.2,Computer Science,Game Development,Game AI,Graphics Programmer,Strong,Weak,Weak
1909,Student_1909,Male,20,3.3,Computer Science,Cloud Computing,CI/CD Pipeline,DevOps Engineer,Average,Average,Weak
1910,Student_1910,Male,20,3.0,Computer Science,Blockchain Technology,DeFi Application,Blockchain Developer,Weak,Average,Weak
1911,Student_1911,Male,19,3.7,Computer Science,IoT (Internet of Things),Wearable Device,Embedded Systems Engineer,Strong,Weak,Weak
1912,Student_1912,Female,22,4.0,Computer Science,Mobile App Development,Android App,iOS Developer,Strong,Average,Weak
1913,Student_1913,Male,19,2.9,Computer Science,Software Development,REST API Development,Database Administrator,Weak,Strong,Weak
1914,Student_1914,Female,22,3.7,Computer Science,Data Mining,Association Rule Mining,Data Scientist,Strong,Weak,Strong
1915,Student_1915,Female,19,3.5,Computer Science,Computer Vision,Medical Image Analysis,AI Researcher,Weak,Weak,Strong
1916,Student_1916,Male,21,3.6,Computer Science,Computer Vision,Medical Image Analysis,Machine Learning Engineer,Average,Average,Strong
1917,Student_1917,Male,22,3.1,Computer Science,Computer Graphics,Animation System,Graphics Programmer,Weak,Strong,Average
1918,Student_1918,Male,26,3.6,Computer Science,Network Security,VPN Setup,Security Analyst,Strong,Average,Weak
1919,Student_1919,Female,20,3.4,Computer Science,Game Development,2D Platformer,Game Developer,Weak,Average,Weak
1920,Student_1920,Male,23,3.3,Computer Science,Software Development,Enterprise App,Software Engineer,Weak,Weak,Weak
1921,Student_1921,Female,26,3.9,Computer Science,Human-Computer Interaction,Interactive Dashboard,Frontend Developer,Strong,Strong,Strong
1922,Student_1922,Male,26,3.1,Computer Science,Machine Learning,Recommendation Engine,Data Scientist,Strong,Strong,Strong
1923,Student_1923,Male,22,3.9,Computer Science,Mobile App Development,Cross-Platform App,Mobile App Developer,Average,Strong,Weak
1924,Student_1924,Male,21,3.9,Computer Science,Game Development,Multiplayer Game,Game Developer,Average,Strong,Average
1925,Student_1925,Female,25,3.9,Computer Science,Data Science,Statistical Analysis,Data Scientist,Strong,Strong,Strong
1926,Student_1926,Male,22,3.4,Computer Science,Blockchain Technology,DeFi Application,Blockchain Developer,Weak,Strong,Weak
1927,Student_1927,Female,20,3.1,Computer Science,Data Science,Customer Segmentation,Data Scientist,Strong,Strong,Weak
1928,Student_1928,Male,24,3.8,Computer Science,Mobile App Development,Cross-Platform App,Mobile App Developer,Average,Strong,Weak
1929,Student_1929,Male,19,2.8,Computer Science,Natural Language Processing,Text Classification,Machine Learning Engineer,Strong,Average,Average
1930,Student_1930,Male,22,3.8,Computer Science,Artificial Intelligence,Chatbot Development,AI Researcher,Average,Weak,Strong
1931,Student_1931,Male,21,3.2,Computer Science,Data Mining,Web Scraping,Data Engineer,Average,Strong,Strong
1932,Student_1932,Female,23,3.8,Computer Science,Network Security,VPN Setup,Security Analyst,Average,Strong,Weak
1933,Student_1933,Female,23,3.5,Computer Science,Mobile App Development,iOS App,Mobile App Developer,Weak,Strong,Weak
1934,Student_1934,Male,24,3.8,Computer Science,Data Mining,Data Clustering,Data Analyst,Weak,Weak,Weak
1935,Student_1935,Female,25,3.4,Computer Science,Game Development,Game AI,Game Developer,Weak,Strong,Average
1936,Student_1936,Female,24,3.8,Computer Science,Blockchain Technology,Smart Contract,Blockchain Developer,Weak,Average,Weak
1937,Student_1937,Male,21,3.3,Computer Science,Data Science,Predictive Modeling,Data Scientist,Average,Weak,Strong
1938,Student_1938,Male,19,3.8,Computer Science,Software Development,E-commerce Website,Software Engineer,Average,Weak,Weak
1939,Student_1939,Male,22,3.9,Computer Science,Mobile App Development,Cross-Platform App,Mobile App Developer,Strong,Weak,Strong
1940,Student_1940,Male,21,3.3,Computer Science,Game Development,3D RPG Game,Graphics Programmer,Strong,Strong,Weak
1941,Student_1941,Female,25,3.0,Computer Science,Game Development,Physics Engine,Game Developer,Strong,Average,Strong
1942,Student_1942,Female,22,3.7,Computer Science,Computer Graphics,Game Engine,Graphics Programmer,Weak,Weak,Average
1943,Student_1943,Female,25,3.8,Computer Science,Web Development,Social Media Platform,Frontend Developer,Average,Weak,Average
1944,Student_1944,Female,24,3.0,Computer Science,Machine Learning,Sentiment Analysis,Machine Learning Engineer,Average,Average,Weak
1945,Student_1945,Female,23,2.8,Computer Science,IoT (Internet of Things),Environmental Sensor,IoT Developer,Average,Weak,Strong
1946,Student_1946,Male,22,4.0,Computer Science,Computer Vision,Medical Image Analysis,AI Researcher,Average,Strong,Strong
1947,Student_1947,Female,24,3.4,Computer Science,Web Development,Social Media Platform,Software Engineer,Weak,Strong,Strong
1948,Student_1948,Female,19,3.6,Computer Science,Cybersecurity,Security Audit,Security Analyst,Strong,Strong,Weak
1949,Student_1949,Male,23,4.0,Computer Science,Computer Graphics,Game Engine,Game Developer,Weak,Weak,Weak
1950,Student_1950,Male,20,3.7,Computer Science,Blockchain Technology,NFT Marketplace,Smart Contract Developer,Strong,Weak,Average
1951,Student_1951,Male,22,3.7,Computer Science,Web Development,CMS Development,Frontend Developer,Average,Strong,Average
1952,Student_1952,Female,24,3.0,Computer Science,Cloud Computing,CI/CD Pipeline,Cloud Engineer,Weak,Strong,Strong
1953,Student_1953,Female,24,2.9,Computer Science,Cloud Computing,AWS Deployment,Cloud Architect,Average,Weak,Strong
1954,Student_1954,Male,19,3.7,Computer Science,Game Development,2D Platformer,Game Developer,Average,Strong,Average
1955,Student_1955,Male,21,2.9,Computer Science,Machine Learning,Object Detection,Data Analyst,Weak,Weak,Strong
1956,Student_1956,Female,23,3.3,Computer Science,Bioinformatics,Clinical Data Analysis,Healthcare IT Specialist,Weak,Weak,Strong
1957,Student_1957,Male,25,3.9,Computer Science,Computer Graphics,Shader Development,Graphics Programmer,Weak,Strong,Average
1958,Student_1958,Male,23,2.9,Computer Science,Network Security,Packet Analysis,Information Security Analyst,Average,Weak,Weak
1959,Student_1959,Male,21,3.3,Computer Science,Web Development,CMS Development,Frontend Developer,Average,Weak,Weak
1960,Student_1960,Male,20,3.9,Computer Science,Computer Vision,Object Tracking,AI Researcher,Weak,Strong,Weak
1961,Student_1961,Male,23,3.3,Computer Science,Cloud Computing,Kubernetes Cluster,Cloud Engineer,Average,Average,Average
1962,Student_1962,Male,24,2.9,Computer Science,Cybersecurity,IDS System,Penetration Tester,Strong,Average,Strong
1963,Student_1963,Male,20,4.0,Computer Science,Cloud Computing,Kubernetes Cluster,Cloud Engineer,Average,Average,Average
1964,Student_1964,Male,22,3.8,Computer Science,Cybersecurity,Security Audit,Security Analyst,Weak,Weak,Weak
1965,Student_1965,Male,26,3.4,Computer Science,Mobile App Development,Cross-Platform App,Mobile App Developer,Average,Weak,Average
1966,Student_1966,Female,23,3.5,Computer Science,Data Mining,Anomaly Detection,Data Engineer,Strong,Strong,Weak
1967,Student_1967,Female,22,2.8,Computer Science,Data Science,Data Analytics Dashboard,Data Analyst,Weak,Average,Strong
1968,Student_1968,Male,25,3.9,Computer Science,Software Engineering,Code Review System,Software Engineer,Weak,Average,Strong
1969,Student_1969,Male,24,3.5,Computer Science,Data Science,Statistical Analysis,Data Analyst,Weak,Strong,Average
1970,Student_1970,Male,23,3.2,Computer Science,Natural Language Processing,Chatbot NLP,Machine Learning Engineer,Strong,Weak,Strong
1971,Student_1971,Male,25,4.0,Computer Science,Computer Graphics,Shader Development,Graphics Programmer,Weak,Weak,Strong
1972,Student_1972,Female,23,3.7,Computer Science,Bioinformatics,Clinical Data Analysis,Bioinformatics Engineer,Strong,Strong,Average
1973,Student_1973,Female,20,3.6,Computer Science,IoT (Internet of Things),Smart Agriculture,IoT Developer,Strong,Strong,Strong
1974,Student_1974,Male,21,3.5,Computer Science,Human-Computer Interaction,Eye Tracking Study,UX Designer,Weak,Strong,Average
1975,Student_1975,Male,21,3.7,Computer Science,Software Engineering,Design Patterns,Software Engineer,Weak,Average,Weak
1976,Student_1976,Female,25,3.7,Computer Science,Database Management,SQL Optimization,Data Analyst,Weak,Weak,Average
1977,Student_1977,Female,21,3.6,Computer Science,Blockchain Technology,Supply Chain Blockchain,Blockchain Developer,Weak,Average,Strong
1978,Student_1978,Male,23,3.6,Computer Science,Game Development,2D Platformer,Game Developer,Average,Average,Weak
1979,Student_1979,Female,22,3.2,Computer Science,IoT (Internet of Things),Environmental Sensor,Embedded Systems Engineer,Strong,Strong,Weak
1980,Student_1980,Male,24,3.8,Computer Science,Human-Computer Interaction,Usability Testing,UX Engineer,Strong,Strong,Weak
1981,Student_1981,Male,25,3.5,Computer Science,Computer Vision,Face Recognition,AI Researcher,Weak,Strong,Strong
1982,Student_1982,Female,25,3.3,Computer Science,Blockchain Technology,NFT Marketplace,Smart Contract Developer,Strong,Strong,Weak
1983,Student_1983,Female,20,2.8,Computer Science,Network Security,Security Protocol,Information Security Analyst,Strong,Weak,Weak
1984,Student_1984,Male,23,3.2,Computer Science,Cybersecurity,Firewall Configuration,Penetration Tester,Strong,Average,Strong
1985,Student_1985,Female,23,3.1,Computer Science,Database Management,ETL Pipeline,Data Engineer,Average,Strong,Weak
1986,Student_1986,Female,25,2.8,Computer Science,Data Science,Data Analytics Dashboard,Data Analyst,Weak,Average,Weak
1987,Student_1987,Female,19,3.4,Computer Science,Game Development,2D Platformer,Game Developer,Weak,Weak,Average
1988,Student_1988,Female,25,3.0,Computer Science,Natural Language Processing,Named Entity Recognition,AI Researcher,Weak,Strong,Strong
1989,Student_1989,Female,26,3.6,Computer Science,Cybersecurity,Penetration Testing,Security Analyst,Strong,Average,Weak
1990,Student_1990,Male,25,2.9,Computer Science,Natural Language Processing,Sentiment Analysis NLP,AI Researcher,Average,Average,Weak
1991,Student_1991,Female,26,2.8,Computer Science,Computer Vision,Object Tracking,Machine Learning Engineer,Strong,Weak,Average
1992,Student_1992,Female,21,3.9,Computer Science,Game Development,2D Platformer,Game Developer,Weak,Strong,Strong
1993,Student_1993,Male,26,3.5,Computer Science,Database Management,ETL Pipeline,Data Analyst,Average,Weak,Average
1994,Student_1994,Male,23,2.9,Computer Science,Data Mining,Data Clustering,Data Scientist,Strong,Average,Average
1995,Student_1995,Female,19,4.0,Computer Science,Computer Graphics,VR Environment,Game Developer,Strong,Weak,Strong
1996,Student_1996,Female,23,4.0,Computer Science,Cybersecurity,Security Audit,Security Analyst,Average,Strong,Weak
1997,Student_1997,Female,20,3.1,Computer Science,Data Science,Statistical Analysis,Data Analyst,Average,Weak,Strong
1998,Student_1998,Male,19,3.4,Computer Science,Cybersecurity,Security Audit,Penetration Tester,Strong,Average,Strong
1999,Student_1999,Male,23,3.8,Computer Science,Machine Learning,Image Classification,Machine Learning Engineer,Average,Strong,Strong
2000,Student_2000,Female,22,3.2,Computer Science,Human-Computer Interaction,Accessibility Tool,UX Designer,Weak,Strong,Strong
2001,Student_2001,Female,25,3.8,Computer Science,Computer Vision,Object Tracking,Computer Vision Engineer,Strong,Weak,Weak
2002,Student_2002,Female,21,4.0,Computer Science,Artificial Intelligence,Neural Network,Data Scientist,Weak,Strong,Average
2003,Student_2003,Male,21,3.0,Computer Science,Artificial Intelligence,Neural Network,Data Analyst,Weak,Average,Strong
2004,Student_2004,Female,19,2.9,Computer Science,Cloud Computing,Azure Migration,DevOps Engineer,Average,Strong,Weak
2005,Student_2005,Male,21,3.1,Computer Science,Software Engineering,Design Patterns,Software Engineer,Average,Weak,Strong
2006,Student_2006,Male,23,3.3,Computer Science,Software Development,ERP System,Software Engineer,Weak,Average,Strong
2007,Student_2007,Male,21,3.1,Computer Science,Cloud Computing,Kubernetes Cluster,Cloud Architect,Strong,Strong,Strong
2008,Student_2008,Female,23,3.6,Computer Science,Cybersecurity,Penetration Testing,Penetration Tester,Average,Weak,Strong
2009,Student_2009,Male,20,3.9,Computer Science,Human-Computer Interaction,Eye Tracking Study,Frontend Developer,Strong,Weak,Average
2010,Student_2010,Male,26,3.4,Computer Science,Computer Graphics,VR Environment,Game Developer,Average,Strong,Strong
2011,Student_2011,Male,21,3.3,Computer Science,Software Development,REST API Development,Software Engineer,Weak,Weak,Strong
2012,Student_2012,Male,26,3.7,Computer Science,Artificial Intelligence,AI Recommendation System,AI Researcher,Average,Average,Average
2013,Student_2013,Female,26,3.5,Computer Science,Data Mining,Data Clustering,Data Scientist,Strong,Average,Average
2014,Student_2014,Male,24,3.0,Computer Science,Cybersecurity,Firewall Configuration,Penetration Tester,Average,Strong,Strong
2015,Student_2015,Female,19,3.6,Computer Science,Human-Computer Interaction,UI Prototype,UX Engineer,Average,Strong,Weak
2016,Student_2016,Female,19,3.3,Computer Science,Mobile App Development,Android App,iOS Developer,Strong,Average,Average
2017,Student_2017,Female,23,3.0,Computer Science,Artificial Intelligence,Chatbot Development,Data Analyst,Weak,Average,Strong
2018,Student_2018,Female,23,3.5,Computer Science,Mobile App Development,iOS App,iOS Developer,Strong,Average,Average
2019,Student_2019,Female,25,3.4,Computer Science,Machine Learning,Object Detection,Machine Learning Engineer,Strong,Weak,Strong
2020,Student_2020,Male,24,3.2,Computer Science,Cloud Computing,GCP Architecture,DevOps Engineer,Strong,Strong,Weak
2021,Student_2021,Female,21,3.0,Computer Science,Machine Learning,Recommendation Engine,Machine Learning Engineer,Average,Strong,Average
2022,Student_2022,Female,20,3.8,Computer Science,Blockchain Technology,DeFi Application,Blockchain Developer,Average,Strong,Weak
2023,Student_2023,Female,23,3.3,Computer Science,Cloud Computing,CI/CD Pipeline,Cloud Engineer,Weak,Strong,Strong
2024,Student_2024,Female,23,3.2,Computer Science,Game Development,Physics Engine,Game Developer,Average,Weak,Strong
2025,Student_2025,Male,20,3.5,Computer Science,Cloud Computing,AWS Deployment,Cloud Engineer,Weak,Average,Strong
2026,Student_2026,Female,22,3.0,Computer Science,Data Mining,Data Clustering,Data Analyst,Average,Weak,Weak
2027,Student_2027,Female,26,3.3,Computer Science,Mobile App Development,Android App,Mobile App Developer,Weak,Average,Weak
2028,Student_2028,Male,25,3.1,Computer Science,Web Development,Social Media Platform,Frontend Developer,Average,Weak,Weak
2029,Student_2029,Male,23,3.3,Computer Science,Data Mining,Data Clustering,Data Analyst,Weak,Weak,Average
2030,Student_2030,Female,20,3.7,Computer Science,Cybersecurity,Penetration Testing,Information Security Analyst,Average,Weak,Weak
2031,Student_2031,Female,19,3.5,Computer Science,Blockchain Technology,Supply Chain Blockchain,Blockchain Developer,Average,Strong,Weak
2032,Student_2032,Female,25,3.4,Computer Science,Mobile App Development,Cross-Platform App,Mobile App Developer,Weak,Weak,Strong
2033,Student_2033,Female,26,3.3,Computer Science,Machine Learning,Object Detection,Machine Learning Engineer,Average,Strong,Average
2034,Student_2034,Female,23,3.0,Computer Science,IoT (Internet of Things),Wearable Device,IoT Developer,Average,Average,Weak
2035,Student_2035,Female,23,4.0,Computer Science,IoT (Internet of Things),Industrial IoT,Embedded Systems Engineer,Strong,Strong,Average
2036,Student_2036,Female,24,3.9,Computer Science,Machine Learning,Recommendation Engine,Data Analyst,Weak,Average,Strong
2037,Student_2037,Male,22,3.0,Computer Science,Artificial Intelligence,Deep Learning Model,Data Analyst,Weak,Weak,Weak
2038,Student_2038,Male,22,3.8,Computer Science,Software Development,Enterprise App,Database Administrator,Weak,Strong,Weak
2039,Student_2039,Female,21,3.4,Computer Science,Artificial Intelligence,Neural Network,Machine Learning Engineer,Average,Average,Weak
2040,Student_2040,Female,21,3.4,Computer Science,Web Development,Social Media Platform,Full Stack Developer,Average,Average,Strong
2041,Student_2041,Female,25,3.7,Computer Science,Data Mining,Pattern Recognition,Data Analyst,Average,Average,Strong
2042,Student_2042,Female,23,4.0,Computer Science,Cybersecurity,Penetration Testing,Security Analyst,Weak,Average,Strong
2043,Student_2043,Male,21,3.6,Computer Science,Database Management,SQL Optimization,Data Scientist,Strong,Weak,Weak
2044,Student_2044,Male,23,3.0,Computer Science,Database Management,SQL Optimization,Data Analyst,Weak,Weak,Strong
2045,Student_2045,Male,25,2.8,Computer Science,Bioinformatics,DNA Sequence Analysis,Healthcare IT Specialist,Weak,Average,Strong
2046,Student_2046,Male,26,3.5,Computer Science,Mobile App Development,Mobile Game,Mobile App Developer,Weak,Weak,Strong
2047,Student_2047,Female,26,3.3,Computer Science,Game Development,Physics Engine,Game Developer,Strong,Weak,Strong
2048,Student_2048,Male,25,3.5,Computer Science,Natural Language Processing,Machine Translation,AI Researcher,Average,Strong,Average
2049,Student_2049,Female,25,3.5,Computer Science,Cybersecurity,IDS System,Security Analyst,Weak,Average,Weak
2050,Student_2050,Female,20,2.9,Computer Science,IoT (Internet of Things),Environmental Sensor,Embedded Systems Engineer,Strong,Weak,Average
2051,Student_2051,Male,21,3.1,Computer Science,Data Mining,Pattern Recognition,Data Analyst,Weak,Average,Strong
2052,Student_2052,Male,25,3.5,Computer Science,Artificial Intelligence,Neural Network,Data Analyst,Weak,Weak,Weak
2053,Student_2053,Female,22,3.6,Computer Science,Machine Learning,Image Classification,Data Scientist,Strong,Average,Average
2054,Student_2054,Male,22,3.2,Computer Science,IoT (Internet of Things),Smart Agriculture,IoT Developer,Weak,Weak,Weak
2055,Student_2055,Female,26,2.9,Computer Science,Software Engineering,Design Patterns,Software Engineer,Average,Average,Average
2056,Student_2056,Female,23,3.9,Computer Science,Cloud Computing,GCP Architecture,DevOps Engineer,Average,Average,Weak
2057,Student_2057,Female,19,2.9,Computer Science,Blockchain Technology,Crypto Wallet,Blockchain Developer,Strong,Strong,Strong
2058,Student_2058,Female,26,3.0,Computer Science,Machine Learning,Recommendation Engine,Data Analyst,Weak,Average,Weak
2059,Student_2059,Male,21,3.0,Computer Science,Web Development,Portfolio Website,Frontend Developer,Average,Strong,Average
2060,Student_2060,Male,22,3.8,Computer Science,Cybersecurity,Penetration Testing,Penetration Tester,Strong,Weak,Weak
2061,Student_2061,Female,26,3.4,Computer Science,Machine Learning,Image Classification,Data Analyst,Weak,Average,Strong
2062,Student_2062,Female,21,3.6,Computer Science,Network Security,Intrusion Detection,Penetration Tester,Strong,Strong,Strong
2063,Student_2063,Female,22,3.0,Computer Science,Cloud Computing,CI/CD Pipeline,DevOps Engineer,Average,Weak,Weak
2064,Student_2064,Male,23,2.9,Computer Science,Game Development,2D Platformer,Game Developer,Strong,Strong,Average
2065,Student_2065,Male,21,3.4,Computer Science,Database Management,NoSQL Migration,Database Administrator,Average,Strong,Strong
2066,Student_2066,Female,26,3.9,Computer Science,Web Development,Portfolio Website,Software Engineer,Weak,Weak,Strong
2067,Student_2067,Female,25,3.6,Computer Science,Cybersecurity,Penetration Testing,Security Analyst,Weak,Strong,Strong
2068,Student_2068,Male,25,3.5,Computer Science,Web Development,Portfolio Website,Frontend Developer,Weak,Weak,Weak
2069,Student_2069,Female,20,3.6,Computer Science,Game Development,Multiplayer Game,Game Developer,Weak,Strong,Weak
2070,Student_2070,Female,21,3.1,Computer Science,Cybersecurity,Vulnerability Assessment,Information Security Analyst,Weak,Weak,Weak
2071,Student_2071,Female,25,4.0,Computer Science,Software Engineering,DevOps Pipeline,DevOps Engineer,Strong,Strong,Average
2072,Student_2072,Female,25,3.8,Computer Science,Cybersecurity,Penetration Testing,Penetration Tester,Strong,Weak,Strong
2073,Student_2073,Female,19,3.5,Computer Science,Software Development,E-commerce Website,Software Engineer,Weak,Strong,Strong
2074,Student_2074,Female,24,3.1,Computer Science,Web Development,Portfolio Website,Frontend Developer,Average,Weak,Weak
2075,Student_2075,Female,19,3.1,Computer Science,IoT (Internet of Things),Industrial IoT,IoT Developer,Average,Average,Weak
2076,Student_2076,Female,25,3.7,Computer Science,Machine Learning,Recommendation Engine,Machine Learning Engineer,Strong,Weak,Average
2077,Student_2077,Male,24,3.0,Computer Science,Blockchain Technology,Smart Contract,Blockchain Developer,Average,Weak,Weak
2078,Student_2078,Female,19,3.6,Computer Science,Software Engineering,Code Review System,Software Engineer,Weak,Strong,Strong
2079,Student_2079,Female,26,3.2,Computer Science,Cloud Computing,AWS Deployment,Cloud Engineer,Weak,Weak,Strong
2080,Student_2080,Female,24,3.2,Computer Science,Network Security,Security Protocol,Security Analyst,Average,Strong,Weak
2081,Student_2081,Female,26,3.4,Computer Science,Computer Graphics,Animation System,Graphics Programmer,Weak,Weak,Average
2082,Student_2082,Male,19,2.9,Computer Science,Computer Vision,Face Recognition,AI Researcher,Weak,Weak,Strong
2083,Student_2083,Female,20,3.1,Computer Science,Database Management,SQL Optimization,Data Scientist,Strong,Average,Strong
2084,Student_2084,Female,26,3.5,Computer Science,Data Mining,Pattern Recognition,Data Engineer,Average,Strong,Weak
2085,Student_2085,Male,26,2.9,Computer Science,Web Development,Portfolio Website,Full Stack Developer,Strong,Weak,Strong
2086,Student_2086,Female,22,3.3,Computer Science,Software Development,Enterprise App,Machine Learning Engineer,Strong,Weak,Average
2087,Student_2087,Female,23,4.0,Computer Science,Software Engineering,DevOps Pipeline,Software Engineer,Weak,Average,Average
2088,Student_2088,Male,19,3.0,Computer Science,Database Management,NoSQL Migration,Data Scientist,Weak,Weak,Strong
2089,Student_2089,Female,23,3.3,Computer Science,Software Engineering,Agile Project,Full Stack Developer,Strong,Weak,Strong
2090,Student_2090,Male,20,3.2,Computer Science,Computer Vision,Autonomous Vehicle Vision,AI Researcher,Average,Weak,Weak
2091,Student_2091,Male,19,3.4,Computer Science,Data Science,Market Analysis,Machine Learning Engineer,Strong,Average,Strong
2092,Student_2092,Female,19,2.9,Computer Science,Mobile App Development,AR Mobile App,Mobile App Developer,Weak,Strong,Strong
2093,Student_2093,Female,19,3.2,Computer Science,Software Engineering,Agile Project,DevOps Engineer,Strong,Strong,Weak
2094,Student_2094,Female,22,3.9,Computer Science,Blockchain Technology,NFT Marketplace,Smart Contract Developer,Strong,Strong,Average
